id,pollutant_id,Prediction_LDA,Prediction_Bayes
0,SO2,NH3,SO2
1,SO2,NO2,NO2
2,NH3,SO2,SO2
3,CO,NO2,NO2
4,OZONE,OZONE,OZONE
5,PM10,PM10,PM10
6,CO,NO2,NO2
7,PM10,CO,NO2
8,CO,NO2,NO2
9,PM2.5,CO,CO
10,OZONE,OZONE,OZONE
11,PM2.5,PM10,PM10
12,PM2.5,PM2.5,PM2.5
13,SO2,NO2,NO2
14,OZONE,NO2,NO2
15,PM2.5,PM10,PM10
16,NO2,NO2,NO2
17,NH3,NO2,NO2
18,CO,NO2,NO2
19,NH3,NO2,NO2
20,OZONE,OZONE,OZONE
21,PM10,PM10,PM10
22,OZONE,OZONE,OZONE
23,SO2,NH3,SO2
24,CO,OZONE,CO
25,SO2,NH3,SO2
26,NH3,NH3,SO2
27,OZONE,NO2,NO2
28,NO2,NH3,NO2
29,CO,NO2,NO2
30,OZONE,OZONE,OZONE
31,PM10,PM10,PM10
32,OZONE,SO2,NO2
33,PM2.5,PM10,PM10
34,OZONE,NO2,NO2
35,NO2,PM10,PM10
36,NH3,SO2,NO2
37,OZONE,NO2,NO2
38,SO2,SO2,SO2
39,CO,OZONE,OZONE
40,OZONE,OZONE,OZONE
41,PM2.5,PM10,PM10
42,OZONE,CO,CO
43,NO2,OZONE,OZONE
44,CO,PM10,PM10
45,PM2.5,PM2.5,PM2.5
46,PM10,PM10,PM10
47,NO2,PM10,PM10
48,NH3,NO2,NO2
49,CO,CO,CO
50,CO,PM2.5,PM2.5
51,OZONE,OZONE,NO2
52,PM2.5,PM2.5,PM2.5
53,NH3,SO2,SO2
54,OZONE,SO2,SO2
55,PM2.5,SO2,SO2
56,NO2,CO,CO
57,SO2,OZONE,OZONE
58,OZONE,OZONE,OZONE
59,PM2.5,PM10,PM10
60,PM10,PM10,PM10
61,CO,OZONE,OZONE
62,NO2,OZONE,OZONE
63,NO2,NH3,NO2
64,SO2,NH3,SO2
65,OZONE,NH3,SO2
66,PM2.5,NH3,NO2
67,PM2.5,PM10,PM10
68,NO2,NH3,SO2
69,NO2,CO,NO2
70,NO2,PM10,PM10
71,PM2.5,CO,CO
72,PM10,SO2,SO2
73,NO2,CO,CO
74,PM2.5,SO2,SO2
75,OZONE,OZONE,OZONE
76,PM10,PM10,PM10
77,NO2,NO2,NO2
78,SO2,SO2,SO2
79,NO2,NO2,NO2
80,NO2,CO,CO
81,NH3,NH3,SO2
82,PM10,PM2.5,PM2.5
83,NH3,NH3,NO2
84,CO,PM2.5,PM2.5
85,PM10,PM2.5,PM2.5
86,OZONE,NO2,NO2
87,PM2.5,PM10,PM10
88,NO2,NO2,NO2
89,NO2,OZONE,OZONE
90,OZONE,OZONE,OZONE
91,CO,CO,CO
92,SO2,NH3,SO2
93,PM2.5,PM2.5,PM2.5
94,CO,OZONE,OZONE
95,SO2,NH3,NO2
96,PM10,PM10,PM10
97,CO,PM10,PM10
98,PM10,PM2.5,PM2.5
99,OZONE,OZONE,OZONE
100,PM2.5,PM2.5,PM2.5
101,PM10,PM10,PM10
102,PM2.5,PM2.5,PM2.5
103,PM10,PM2.5,PM2.5
104,SO2,NH3,SO2
105,NO2,NH3,NO2
106,NH3,NH3,SO2
107,OZONE,OZONE,OZONE
108,PM10,PM10,PM10
109,NO2,NO2,NO2
110,NH3,NH3,SO2
111,SO2,NH3,SO2
112,SO2,NH3,SO2
113,PM10,NH3,SO2
114,NO2,CO,CO
115,OZONE,OZONE,OZONE
116,SO2,OZONE,OZONE
117,PM10,PM2.5,PM2.5
118,CO,CO,NO2
119,OZONE,OZONE,OZONE
120,PM2.5,PM2.5,PM2.5
121,PM10,PM2.5,PM2.5
122,NO2,PM2.5,PM2.5
123,PM10,PM2.5,PM2.5
124,PM2.5,PM2.5,PM2.5
125,NH3,NH3,SO2
126,CO,OZONE,OZONE
127,NO2,NH3,SO2
128,CO,OZONE,OZONE
129,SO2,NH3,SO2
130,OZONE,NH3,SO2
131,NO2,NH3,SO2
132,OZONE,NH3,SO2
133,PM2.5,CO,CO
134,NH3,NH3,SO2
135,OZONE,OZONE,OZONE
136,NO2,NH3,SO2
137,NO2,NH3,SO2
138,NH3,NH3,SO2
139,SO2,CO,CO
140,OZONE,NH3,NO2
141,PM10,CO,CO
142,SO2,NH3,SO2
143,OZONE,OZONE,OZONE
144,PM2.5,PM10,PM10
145,NO2,NO2,NO2
146,CO,OZONE,OZONE
147,OZONE,SO2,SO2
148,NO2,PM10,PM10
149,CO,SO2,NO2
150,OZONE,OZONE,OZONE
151,SO2,NH3,SO2
152,SO2,NH3,SO2
153,NH3,NH3,SO2
154,SO2,NH3,SO2
155,CO,OZONE,OZONE
156,OZONE,OZONE,OZONE
157,CO,CO,CO
158,PM2.5,PM2.5,PM2.5
159,PM10,PM10,PM10
160,NO2,NH3,SO2
161,NH3,NH3,SO2
162,CO,OZONE,OZONE
163,SO2,NH3,SO2
164,PM2.5,PM2.5,PM2.5
165,NO2,NH3,SO2
166,PM2.5,PM2.5,PM2.5
167,PM10,PM2.5,PM2.5
168,PM10,PM10,PM10
169,NO2,OZONE,NO2
170,SO2,NH3,SO2
171,PM10,PM10,PM10
172,SO2,OZONE,OZONE
173,OZONE,NH3,SO2
174,PM2.5,PM2.5,PM2.5
175,NO2,SO2,SO2
176,SO2,SO2,SO2
177,OZONE,SO2,NO2
178,NH3,NH3,SO2
179,SO2,NO2,NO2
180,CO,CO,CO
181,SO2,SO2,NO2
182,OZONE,SO2,NO2
183,PM2.5,PM10,PM10
184,SO2,SO2,SO2
185,OZONE,OZONE,OZONE
186,NO2,SO2,SO2
187,OZONE,NO2,NO2
188,PM2.5,PM10,PM10
189,PM10,PM10,PM10
190,PM2.5,PM10,PM10
191,NO2,SO2,SO2
192,NH3,SO2,SO2
193,PM2.5,PM2.5,PM2.5
194,OZONE,OZONE,OZONE
195,PM10,PM10,PM10
196,CO,CO,CO
197,SO2,NO2,NO2
198,OZONE,SO2,SO2
199,PM10,NH3,NO2
200,PM10,CO,CO
201,NO2,NH3,SO2
202,NH3,NH3,SO2
203,NH3,NH3,SO2
204,CO,NO2,NO2
205,SO2,NH3,SO2
206,PM2.5,PM10,PM10
207,SO2,NH3,SO2
208,PM2.5,CO,NO2
209,NO2,NH3,SO2
210,CO,NH3,NO2
211,NH3,NH3,SO2
212,NO2,NH3,SO2
213,SO2,NH3,SO2
214,NO2,NH3,SO2
215,OZONE,NH3,SO2
216,NH3,NH3,SO2
217,CO,NH3,SO2
218,PM10,NO2,NO2
219,SO2,NH3,SO2
220,NO2,NH3,SO2
221,OZONE,OZONE,OZONE
222,CO,CO,CO
223,SO2,NH3,SO2
224,CO,OZONE,OZONE
225,OZONE,OZONE,OZONE
226,CO,NO2,NO2
227,OZONE,OZONE,OZONE
228,PM10,NO2,NO2
229,SO2,NH3,SO2
230,CO,NO2,NO2
231,NO2,NO2,NO2
232,PM2.5,NO2,NO2
233,PM10,NO2,NO2
234,PM10,NO2,NO2
235,OZONE,CO,CO
236,PM10,PM2.5,PM2.5
237,CO,NO2,NO2
238,OZONE,SO2,SO2
239,PM10,NH3,SO2
240,NO2,NH3,SO2
241,CO,NO2,NO2
242,PM2.5,OZONE,OZONE
243,NO2,SO2,SO2
244,CO,OZONE,OZONE
245,NH3,SO2,SO2
246,OZONE,SO2,NO2
247,SO2,NO2,NO2
248,OZONE,OZONE,OZONE
249,PM2.5,NO2,NO2
250,PM10,PM10,PM10
251,NH3,NH3,SO2
252,PM2.5,PM2.5,PM2.5
253,SO2,NH3,SO2
254,SO2,SO2,SO2
255,CO,NO2,NO2
256,PM10,PM10,PM10
257,PM2.5,NH3,SO2
258,SO2,NH3,SO2
259,OZONE,SO2,SO2
260,CO,SO2,NO2
261,PM2.5,PM10,PM10
262,PM10,PM10,PM10
263,NO2,CO,CO
264,NO2,OZONE,OZONE
265,SO2,NH3,SO2
266,CO,NO2,NO2
267,SO2,SO2,SO2
268,PM2.5,PM2.5,PM2.5
269,NO2,OZONE,CO
270,NH3,SO2,SO2
271,SO2,SO2,SO2
272,PM2.5,PM10,PM10
273,PM10,CO,CO
274,CO,OZONE,OZONE
275,PM2.5,PM2.5,PM2.5
276,OZONE,OZONE,OZONE
277,PM2.5,PM10,PM10
278,SO2,NH3,SO2
279,OZONE,OZONE,OZONE
280,NH3,NH3,SO2
281,CO,OZONE,NO2
282,OZONE,OZONE,OZONE
283,SO2,NO2,NO2
284,NO2,OZONE,OZONE
285,NH3,NH3,SO2
286,OZONE,OZONE,OZONE
287,PM10,PM10,PM10
288,NO2,NH3,SO2
289,SO2,NH3,SO2
290,NO2,NO2,NO2
291,NH3,NH3,SO2
292,NO2,CO,CO
293,SO2,SO2,NO2
294,CO,NO2,NO2
295,PM10,PM10,PM10
296,NO2,PM10,PM10
297,OZONE,SO2,NO2
298,CO,NO2,NO2
299,PM10,PM10,PM10
300,PM2.5,PM10,PM10
301,NO2,NO2,NO2
302,SO2,SO2,SO2
303,CO,NO2,NO2
304,PM2.5,PM10,PM10
305,PM10,PM2.5,PM2.5
306,CO,OZONE,OZONE
307,PM2.5,PM2.5,PM2.5
308,PM10,PM10,PM10
309,CO,CO,CO
310,OZONE,OZONE,OZONE
311,PM10,PM10,PM10
312,SO2,SO2,SO2
313,CO,NO2,NO2
314,OZONE,SO2,SO2
315,NO2,CO,CO
316,PM2.5,PM2.5,PM2.5
317,SO2,SO2,NO2
318,PM2.5,CO,CO
319,OZONE,OZONE,OZONE
320,NO2,NO2,NO2
321,NH3,NH3,SO2
322,OZONE,SO2,SO2
323,NO2,SO2,SO2
324,PM2.5,OZONE,OZONE
325,NH3,SO2,SO2
326,CO,CO,CO
327,OZONE,SO2,SO2
328,PM10,PM10,PM10
329,NH3,SO2,SO2
330,CO,CO,CO
331,PM10,PM10,PM10
332,CO,PM10,PM10
333,OZONE,OZONE,OZONE
334,CO,NO2,NO2
335,CO,OZONE,OZONE
336,NO2,SO2,SO2
337,PM2.5,PM2.5,PM2.5
338,NH3,SO2,SO2
339,OZONE,CO,CO
340,PM2.5,PM2.5,PM2.5
341,PM10,PM10,PM10
342,OZONE,OZONE,OZONE
343,OZONE,OZONE,OZONE
344,NO2,CO,CO
345,OZONE,OZONE,OZONE
346,CO,NO2,NO2
347,NO2,SO2,SO2
348,CO,NO2,NO2
349,OZONE,OZONE,OZONE
350,PM10,NH3,SO2
351,OZONE,NH3,SO2
352,NO2,SO2,SO2
353,CO,OZONE,OZONE
354,SO2,NH3,SO2
355,OZONE,OZONE,OZONE
356,OZONE,OZONE,OZONE
357,PM2.5,PM10,PM10
358,SO2,NH3,SO2
359,PM10,PM10,PM10
360,CO,CO,CO
361,NH3,NH3,SO2
362,CO,NH3,NO2
363,SO2,NH3,SO2
364,NO2,NH3,SO2
365,SO2,NO2,NO2
366,NO2,OZONE,OZONE
367,SO2,CO,CO
368,OZONE,OZONE,OZONE
369,NH3,SO2,SO2
370,SO2,SO2,NO2
371,PM10,PM2.5,PM2.5
372,CO,CO,CO
373,PM10,PM2.5,PM2.5
374,CO,SO2,NO2
375,NO2,SO2,SO2
376,OZONE,SO2,SO2
377,SO2,SO2,SO2
378,PM10,PM2.5,PM2.5
379,NO2,NO2,NO2
380,SO2,NO2,NO2
381,NO2,PM10,PM10
382,NH3,NO2,NO2
383,CO,OZONE,OZONE
384,PM2.5,NO2,NO2
385,PM2.5,SO2,SO2
386,NO2,NO2,NO2
387,OZONE,PM2.5,PM2.5
388,NO2,NO2,NO2
389,NH3,SO2,SO2
390,PM2.5,NO2,NO2
391,PM10,NO2,NO2
392,NO2,NH3,SO2
393,CO,OZONE,OZONE
394,CO,SO2,SO2
395,OZONE,NO2,NO2
396,OZONE,NO2,NO2
397,PM10,PM10,PM10
398,SO2,NH3,SO2
399,CO,OZONE,OZONE
400,CO,NO2,NO2
401,PM10,CO,CO
402,CO,NO2,NO2
403,NO2,NO2,NO2
404,SO2,NH3,SO2
405,PM2.5,PM10,PM10
406,NO2,NH3,SO2
407,PM2.5,PM2.5,PM2.5
408,CO,NO2,NO2
409,NO2,OZONE,OZONE
410,PM2.5,PM10,PM10
411,PM10,NO2,NO2
412,NO2,SO2,SO2
413,PM2.5,PM2.5,PM2.5
414,NO2,NO2,NO2
415,OZONE,OZONE,OZONE
416,PM10,PM10,PM10
417,SO2,SO2,SO2
418,CO,SO2,SO2
419,SO2,CO,CO
420,PM2.5,PM10,PM10
421,PM10,PM10,PM10
422,SO2,NH3,SO2
423,CO,NH3,SO2
424,PM2.5,PM10,PM10
425,SO2,SO2,SO2
426,NO2,SO2,SO2
427,SO2,SO2,SO2
428,PM2.5,PM2.5,PM2.5
429,PM10,PM10,PM10
430,NH3,NH3,SO2
431,NH3,NH3,SO2
432,CO,SO2,NO2
433,PM10,PM10,PM10
434,PM2.5,PM10,PM10
435,CO,NO2,NO2
436,NO2,NH3,SO2
437,NH3,NH3,SO2
438,SO2,NH3,SO2
439,CO,CO,CO
440,PM2.5,PM2.5,PM2.5
441,NH3,NH3,SO2
442,CO,NO2,NO2
443,PM10,PM10,PM10
444,NO2,NH3,SO2
445,SO2,NH3,SO2
446,NH3,NH3,SO2
447,NH3,NH3,SO2
448,CO,OZONE,OZONE
449,OZONE,OZONE,OZONE
450,PM10,PM10,PM10
451,NH3,NH3,SO2
452,CO,NO2,NO2
453,CO,NO2,NO2
454,CO,CO,CO
455,OZONE,OZONE,OZONE
456,PM10,PM2.5,PM2.5
457,NO2,NH3,SO2
458,CO,CO,NO2
459,NO2,OZONE,OZONE
460,PM10,PM10,PM10
461,NH3,NH3,SO2
462,NO2,NO2,NO2
463,NH3,NH3,SO2
464,OZONE,OZONE,OZONE
465,CO,OZONE,OZONE
466,OZONE,OZONE,OZONE
467,NO2,PM10,PM10
468,CO,CO,CO
469,PM2.5,PM2.5,PM2.5
470,NH3,SO2,SO2
471,NO2,OZONE,OZONE
472,SO2,SO2,SO2
473,PM10,PM10,PM10
474,NH3,NH3,SO2
475,PM2.5,PM2.5,PM2.5
476,NH3,SO2,SO2
477,SO2,SO2,SO2
478,CO,NO2,NO2
479,PM2.5,PM2.5,PM2.5
480,NH3,NH3,SO2
481,CO,CO,CO
482,OZONE,OZONE,OZONE
483,PM2.5,PM2.5,PM2.5
484,PM10,PM10,PM10
485,NO2,SO2,SO2
486,OZONE,NO2,NO2
487,NH3,SO2,SO2
488,NO2,NO2,NO2
489,PM2.5,PM2.5,PM2.5
490,PM10,PM2.5,PM2.5
491,NH3,NO2,NO2
492,PM10,PM10,PM10
493,NH3,SO2,SO2
494,PM2.5,NH3,SO2
495,CO,NH3,SO2
496,NO2,PM10,PM10
497,PM2.5,PM10,PM10
498,PM2.5,CO,NO2
499,PM10,CO,CO
500,NH3,NH3,SO2
501,PM2.5,PM10,PM10
502,NH3,NH3,SO2
503,OZONE,NH3,SO2
504,PM2.5,NH3,SO2
505,NO2,NH3,SO2
506,SO2,NH3,SO2
507,PM2.5,CO,NO2
508,OZONE,NH3,SO2
509,CO,SO2,SO2
510,OZONE,SO2,SO2
511,PM10,SO2,SO2
512,SO2,SO2,SO2
513,NO2,NO2,NO2
514,CO,OZONE,OZONE
515,PM10,NO2,NO2
516,OZONE,OZONE,OZONE
517,PM2.5,PM2.5,PM2.5
518,SO2,SO2,SO2
519,CO,NO2,NO2
520,SO2,NH3,SO2
521,CO,NH3,SO2
522,SO2,NH3,SO2
523,OZONE,NH3,SO2
524,SO2,SO2,SO2
525,OZONE,NO2,NO2
526,PM2.5,PM2.5,PM2.5
527,NO2,SO2,SO2
528,CO,OZONE,CO
529,OZONE,NH3,SO2
530,NO2,NH3,SO2
531,OZONE,NH3,SO2
532,OZONE,NH3,SO2
533,NO2,CO,CO
534,PM2.5,PM10,PM10
535,NO2,NO2,NO2
536,SO2,NH3,SO2
537,NH3,NH3,SO2
538,OZONE,NH3,SO2
539,PM2.5,PM10,PM10
540,PM2.5,PM10,PM10
541,OZONE,SO2,SO2
542,PM2.5,PM2.5,PM2.5
543,OZONE,NO2,NO2
544,PM10,NH3,SO2
545,CO,SO2,SO2
546,NH3,NH3,SO2
547,SO2,SO2,SO2
548,PM2.5,PM2.5,PM2.5
549,PM2.5,PM2.5,PM2.5
550,NH3,NH3,SO2
551,NH3,NH3,SO2
552,CO,SO2,NO2
553,PM2.5,PM2.5,PM2.5
554,SO2,NH3,SO2
555,NO2,CO,CO
556,NH3,NH3,SO2
557,CO,OZONE,OZONE
558,OZONE,OZONE,OZONE
559,PM10,PM10,PM10
560,NH3,NH3,SO2
561,NO2,NO2,NO2
562,SO2,NH3,SO2
563,PM2.5,PM10,PM10
564,NO2,SO2,SO2
565,CO,OZONE,OZONE
566,OZONE,OZONE,OZONE
567,NO2,SO2,SO2
568,PM10,CO,CO
569,NH3,SO2,SO2
570,OZONE,OZONE,OZONE
571,PM2.5,PM2.5,PM2.5
572,SO2,SO2,SO2
573,OZONE,OZONE,OZONE
574,PM10,PM10,PM10
575,NO2,SO2,NO2
576,SO2,SO2,SO2
577,OZONE,SO2,SO2
578,NO2,SO2,SO2
579,NH3,SO2,SO2
580,SO2,SO2,SO2
581,CO,NO2,NO2
582,OZONE,OZONE,OZONE
583,PM10,PM10,PM10
584,CO,OZONE,OZONE
585,OZONE,PM10,PM10
586,PM10,PM10,PM10
587,SO2,SO2,SO2
588,CO,SO2,SO2
589,SO2,NO2,NO2
590,PM2.5,PM2.5,PM2.5
591,NO2,SO2,CO
592,CO,CO,CO
593,NO2,NH3,SO2
594,PM10,PM2.5,PM2.5
595,SO2,SO2,SO2
596,CO,OZONE,OZONE
597,NH3,SO2,SO2
598,CO,CO,CO
599,SO2,SO2,NO2
600,PM2.5,PM10,PM10
601,PM10,PM10,PM10
602,SO2,NO2,NO2
603,NO2,SO2,SO2
604,PM10,PM10,PM10
605,NH3,SO2,SO2
606,PM2.5,CO,NO2
607,PM10,CO,CO
608,NO2,SO2,SO2
609,PM2.5,CO,CO
610,SO2,SO2,SO2
611,OZONE,SO2,SO2
612,PM10,CO,NO2
613,NH3,SO2,SO2
614,PM10,PM10,PM10
615,PM2.5,PM2.5,PM2.5
616,NH3,NH3,SO2
617,SO2,NH3,SO2
618,PM2.5,PM10,PM10
619,NO2,SO2,NO2
620,SO2,NH3,SO2
621,PM10,PM2.5,PM2.5
622,CO,OZONE,OZONE
623,PM2.5,PM2.5,PM2.5
624,NO2,CO,CO
625,NH3,SO2,SO2
626,NO2,SO2,NO2
627,PM2.5,PM2.5,PM2.5
628,NH3,NH3,SO2
629,PM2.5,PM2.5,PM2.5
630,SO2,NH3,SO2
631,SO2,NH3,SO2
632,OZONE,NO2,NO2
633,SO2,NH3,NO2
634,CO,OZONE,OZONE
635,PM2.5,CO,NO2
636,PM2.5,OZONE,CO
637,PM10,CO,CO
638,NO2,SO2,NO2
639,OZONE,OZONE,OZONE
640,SO2,NO2,NO2
641,OZONE,OZONE,OZONE
642,NO2,NO2,NO2
643,NH3,SO2,SO2
644,SO2,SO2,SO2
645,CO,CO,NO2
646,OZONE,NO2,NO2
647,NH3,SO2,NO2
648,NH3,SO2,NO2
649,OZONE,NH3,SO2
650,NH3,NO2,NO2
651,NO2,NO2,NO2
652,NO2,NO2,NO2
653,PM2.5,PM2.5,PM2.5
654,SO2,NO2,NO2
655,PM2.5,NO2,NO2
656,NO2,NO2,NO2
657,CO,NO2,NO2
658,CO,OZONE,OZONE
659,PM10,NO2,NO2
660,PM2.5,NO2,NO2
661,PM10,NO2,NO2
662,NH3,NH3,SO2
663,SO2,NH3,SO2
664,PM10,PM10,PM10
665,NH3,NH3,SO2
666,SO2,NH3,SO2
667,NH3,NH3,SO2
668,OZONE,NH3,SO2
669,OZONE,NO2,NO2
670,NO2,NO2,NO2
671,CO,NH3,SO2
672,OZONE,OZONE,OZONE
673,PM2.5,PM10,PM10
674,PM10,PM10,PM10
675,NH3,NH3,SO2
676,PM2.5,PM10,PM10
677,SO2,NH3,SO2
678,CO,OZONE,OZONE
679,SO2,NH3,SO2
680,PM2.5,PM10,PM10
681,NO2,NO2,NO2
682,NH3,NH3,SO2
683,CO,SO2,NO2
684,PM2.5,NO2,NO2
685,NO2,NH3,SO2
686,NH3,NH3,SO2
687,NO2,NH3,SO2
688,CO,OZONE,OZONE
689,SO2,SO2,SO2
690,NO2,NO2,NO2
691,NH3,SO2,SO2
692,NO2,SO2,SO2
693,OZONE,SO2,SO2
694,PM10,NH3,SO2
695,NO2,NH3,SO2
696,SO2,NH3,SO2
697,SO2,SO2,SO2
698,SO2,SO2,SO2
699,SO2,NO2,NO2
700,NH3,SO2,SO2
701,CO,OZONE,OZONE
702,NH3,NH3,SO2
703,OZONE,CO,NO2
704,SO2,NH3,NO2
705,PM2.5,PM2.5,PM2.5
706,PM2.5,NH3,SO2
707,CO,NO2,NO2
708,OZONE,OZONE,OZONE
709,PM10,NH3,NO2
710,CO,NO2,NO2
711,PM10,CO,CO
712,SO2,NO2,NO2
713,OZONE,OZONE,OZONE
714,PM2.5,CO,CO
715,CO,NO2,NO2
716,PM2.5,NO2,NO2
717,OZONE,OZONE,OZONE
718,PM2.5,PM10,PM10
719,PM10,CO,CO
720,NH3,SO2,SO2
721,NH3,SO2,SO2
722,NH3,SO2,SO2
723,PM10,PM2.5,PM2.5
724,PM2.5,PM10,PM10
725,PM10,PM10,PM10
726,OZONE,OZONE,OZONE
727,NO2,OZONE,OZONE
728,SO2,NH3,NO2
729,PM2.5,PM2.5,PM2.5
730,CO,NO2,NO2
731,SO2,NH3,SO2
732,PM2.5,PM2.5,PM2.5
733,PM10,PM2.5,PM2.5
734,NH3,NH3,SO2
735,PM2.5,PM10,PM10
736,PM2.5,NH3,SO2
737,NO2,OZONE,OZONE
738,PM2.5,PM2.5,PM2.5
739,NH3,NH3,SO2
740,CO,CO,CO
741,NO2,NH3,NO2
742,CO,OZONE,OZONE
743,NO2,CO,NO2
744,SO2,NH3,SO2
745,OZONE,NH3,SO2
746,NO2,OZONE,OZONE
747,SO2,NH3,SO2
748,OZONE,OZONE,OZONE
749,NH3,NH3,SO2
750,CO,PM10,PM10
751,PM2.5,PM10,PM10
752,OZONE,OZONE,OZONE
753,PM2.5,PM2.5,PM2.5
754,NH3,NH3,NO2
755,PM2.5,PM2.5,PM2.5
756,NO2,NH3,SO2
757,PM10,PM2.5,PM2.5
758,NH3,NH3,NO2
759,CO,OZONE,OZONE
760,NH3,NH3,SO2
761,PM10,PM2.5,PM2.5
762,PM10,PM10,PM10
763,CO,CO,NO2
764,NH3,NH3,SO2
765,OZONE,OZONE,OZONE
766,PM2.5,PM2.5,PM2.5
767,NH3,NH3,SO2
768,NH3,NH3,SO2
769,SO2,SO2,NO2
770,OZONE,OZONE,OZONE
771,PM10,PM10,PM10
772,PM2.5,PM2.5,PM2.5
773,OZONE,NH3,SO2
774,PM10,PM2.5,PM2.5
775,CO,OZONE,OZONE
776,PM2.5,PM10,PM10
777,OZONE,NH3,SO2
778,PM2.5,PM2.5,PM2.5
779,PM10,PM10,PM10
780,CO,NH3,SO2
781,OZONE,NH3,SO2
782,NO2,OZONE,CO
783,OZONE,OZONE,OZONE
784,PM2.5,PM2.5,PM2.5
785,SO2,NH3,SO2
786,PM2.5,CO,NO2
787,PM10,CO,CO
788,OZONE,NH3,SO2
789,PM10,OZONE,OZONE
790,PM2.5,NO2,NO2
791,PM10,PM10,PM10
792,PM10,PM10,PM10
793,PM10,PM10,PM10
794,PM2.5,PM2.5,PM2.5
795,OZONE,NH3,SO2
796,PM2.5,PM2.5,PM2.5
797,NO2,NH3,NO2
798,OZONE,NH3,NO2
799,PM2.5,PM10,PM10
800,SO2,NH3,SO2
801,CO,CO,CO
802,PM2.5,PM2.5,PM2.5
803,PM2.5,PM10,PM10
804,CO,OZONE,OZONE
805,OZONE,NH3,SO2
806,OZONE,SO2,NO2
807,PM2.5,PM10,PM10
808,CO,CO,CO
809,OZONE,OZONE,OZONE
810,PM10,PM2.5,PM2.5
811,PM2.5,PM2.5,PM2.5
812,CO,CO,CO
813,PM10,PM10,PM10
814,PM2.5,PM2.5,PM2.5
815,CO,OZONE,OZONE
816,OZONE,SO2,NO2
817,PM10,PM10,PM10
818,NH3,SO2,SO2
819,CO,CO,NO2
820,PM10,PM10,PM10
821,PM2.5,PM2.5,PM2.5
822,CO,CO,CO
823,NO2,OZONE,OZONE
824,NH3,NH3,SO2
825,CO,CO,CO
826,PM2.5,SO2,SO2
827,SO2,CO,CO
828,PM2.5,CO,CO
829,CO,NH3,SO2
830,PM2.5,NH3,SO2
831,NH3,NH3,SO2
832,PM2.5,CO,NO2
833,NH3,NH3,SO2
834,SO2,NH3,SO2
835,NH3,NH3,SO2
836,CO,OZONE,OZONE
837,PM2.5,NH3,SO2
838,SO2,NH3,SO2
839,CO,NH3,NO2
840,PM2.5,CO,CO
841,NO2,NH3,SO2
842,NH3,NH3,SO2
843,CO,OZONE,OZONE
844,SO2,NH3,SO2
845,OZONE,OZONE,OZONE
846,NH3,NH3,SO2
847,SO2,NH3,SO2
848,NO2,NH3,SO2
849,CO,NO2,NO2
850,OZONE,OZONE,OZONE
851,PM2.5,OZONE,OZONE
852,NO2,NH3,SO2
853,NH3,NH3,SO2
854,CO,NH3,NO2
855,OZONE,NH3,SO2
856,PM10,SO2,NO2
857,PM2.5,OZONE,OZONE
858,PM10,CO,NO2
859,SO2,NH3,SO2
860,OZONE,OZONE,OZONE
861,PM2.5,PM10,PM10
862,PM2.5,NO2,NO2
863,NO2,OZONE,OZONE
864,NH3,NH3,SO2
865,CO,CO,CO
866,CO,NO2,NO2
867,SO2,NH3,SO2
868,NO2,SO2,SO2
869,NO2,NH3,SO2
870,PM2.5,NO2,NO2
871,NO2,NH3,SO2
872,NH3,NH3,SO2
873,SO2,NH3,SO2
874,PM2.5,OZONE,NO2
875,OZONE,SO2,NO2
876,PM2.5,NO2,NO2
877,PM10,NO2,NO2
878,SO2,SO2,SO2
879,OZONE,OZONE,OZONE
880,NH3,SO2,SO2
881,CO,OZONE,OZONE
882,OZONE,SO2,SO2
883,NO2,SO2,NO2
884,CO,SO2,NO2
885,PM2.5,CO,CO
886,PM10,NO2,NO2
887,SO2,SO2,SO2
888,PM2.5,SO2,NO2
889,NH3,NH3,SO2
890,PM10,PM10,PM10
891,NH3,NH3,SO2
892,NH3,SO2,SO2
893,NO2,SO2,SO2
894,CO,NO2,NO2
895,PM2.5,PM2.5,PM2.5
896,PM10,PM2.5,PM2.5
897,NH3,NH3,SO2
898,SO2,NH3,SO2
899,OZONE,OZONE,OZONE
900,NO2,NH3,SO2
901,PM2.5,PM2.5,PM2.5
902,SO2,NO2,NO2
903,PM2.5,PM2.5,PM2.5
904,PM2.5,PM10,PM10
905,PM10,PM2.5,PM2.5
906,NO2,PM10,PM10
907,NH3,NH3,SO2
908,CO,SO2,SO2
909,OZONE,NH3,SO2
910,SO2,SO2,SO2
911,CO,SO2,NO2
912,PM10,PM10,PM10
913,NH3,NH3,SO2
914,CO,OZONE,OZONE
915,PM2.5,PM2.5,PM2.5
916,PM10,PM2.5,PM2.5
917,NH3,NH3,SO2
918,PM10,PM10,PM10
919,OZONE,OZONE,OZONE
920,PM10,OZONE,OZONE
921,CO,CO,CO
922,NH3,SO2,SO2
923,NO2,SO2,SO2
924,PM2.5,OZONE,OZONE
925,PM10,CO,CO
926,OZONE,CO,CO
927,NH3,SO2,SO2
928,PM10,PM10,PM10
929,OZONE,OZONE,OZONE
930,NO2,CO,NO2
931,PM10,PM10,PM10
932,NO2,OZONE,OZONE
933,PM10,OZONE,OZONE
934,SO2,NH3,SO2
935,OZONE,OZONE,OZONE
936,PM10,NH3,SO2
937,SO2,NH3,SO2
938,PM2.5,PM2.5,PM2.5
939,OZONE,OZONE,OZONE
