id,state,city,station,station_code,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
924,Madhya Pradesh,Sat0,Bandhavgar Colony, Birla Cement,PM2.5,1,45,25
938,Maharashtra,Bhiwandi,Gokul 0gar, MPCB,PM2.5,92,357,231
942,Maharashtra,Dhule,Deopur, MPCB,PM2.5,82,357,218
946,Maharashtra,Jalgaon,Prabhat Colony, MPCB,PM2.5,68,348,163
949,Maharashtra,Jal0,Old MIDC, MPCB,PM2.5,99,305,200
956,Maharashtra,Mahad,Kamble Tarf Birwadi, MPCB,PM2.5,88,216,141
965,Maharashtra,Mumbai,Byculla, BMC,PM2.5,111,304,210
971,Maharashtra,Mumbai,Colaba, MPCB,PM2.5,86,226,141
974,Maharashtra,Mumbai,Kandivali West, BMC,PM2.5,114,241,189
975,Maharashtra,Mumbai,Khindipada, IITM,PM2.5,0,0,0
990,Maharashtra,Mumbai,Shivaji 0gar, BMC,PM2.5,219,336,283
994,Maharashtra,Mumbai,Sion, MPCB,PM2.5,78,267,177
998,Maharashtra,Mumbai,Vile Parle West, MPCB,PM2.5,0,0,0
999,Maharashtra,Mumbai,Worli, MPCB,PM2.5,69,138,98
1001,Maharashtra,0gpur,Ambazari, MPCB,PM2.5,294,362,318
1004,Maharashtra,0gpur,Mahal, MPCB,PM2.5,160,315,224
1007,Maharashtra,0shik,Gangapur Road, MPCB,PM2.5,89,322,204
1014,Maharashtra,0vi Mumbai,Kopripada, MPCB,PM2.5,102,302,205
1018,Maharashtra,0vi Mumbai,Mahape, MPCB,PM2.5,62,287,98
1021,Maharashtra,0vi Mumbai,Sanpada, MPCB,PM2.5,138,310,226
1022,Maharashtra,0vi Mumbai,Sector, MPCB,PM2.5,125,320,262
1032,Maharashtra,Pune,Karve Road, MPCB,PM2.5,19,124,47
1036,Maharashtra,Pune,Savitribai Phule Pune University, MPCB,PM2.5,55,317,216
1048,Maharashtra,Thane,Upvan Fort, MPCB,PM2.5,0,0,0
1051,Maharashtra,Ulhas0gar,Sidhi Vi0yak 0gar, MPCB,PM2.5,136,334,238
1053,Maharashtra,Virar,Bolinj, MPCB,PM2.5,132,320,226
1079,Odisha,Rourkela,Fertilizer Township, OSPCB,PM2.5,31,187,95
1081,Odisha,Rourkela,Sector, OSPCB,PM2.5,31,284,98
1090,Puducherry,Puducherry,Jawahar 0gar, PPCC,PM2.5,20,69,38
1107,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,PM2.5,123,418,308
1110,Rajasthan,Churu,Subash Chowk, RSPCB,PM2.5,38,349,204
1116,Rajasthan,Dungarpur,Bhoiwada, RSPCB,PM2.5,230,348,309
1123,Rajasthan,Jaipur,Shastri 0gar, RSPCB,PM2.5,40,409,266
1125,Rajasthan,Jaisalmer,Sadar Bazar, RSPCB,PM2.5,72,400,286
1128,Rajasthan,Jhalawar,Rajlaxmi 0gar, RSPCB,PM2.5,43,345,205
1145,Rajasthan,Rajsamand,Dhoinda, RSPCB,PM2.5,133,383,294
1157,Rajasthan,Udaipur,Ashok 0gar, RSPCB,PM2.5,180,371,287
1158,Sikkim,Gangtok,Zero Point GICI, SSPCB,PM2.5,10,23,16
1161,Tamil0du,Chen0i,Alandur Bus Depot, CPCB,PM2.5,50,72,60
1163,Tamil0du,Chen0i,Ma0li, CPCB,PM2.5,37,114,80
1167,Tamil0du,Gummidipoondi,Anthoni Pillai 0gar, TNPCB,PM2.5,37,408,180
1179,Tamil0du,Tirupur,Kumaran College, TNPCB,PM2.5,13,44,27
1181,Tamil0du,Vellore,Vasanthapuram, TNPCB,PM2.5,0,0,0
1188,Telanga0,Hyderabad,IDA Pashamylaram, TSPCB,PM2.5,139,188,170
1192,Telanga0,Hyderabad,Kompally Municipal Office, TSPCB,PM2.5,36,200,65
1193,Telanga0,Hyderabad,New Malakpet, TSPCB,PM2.5,60,155,91
1197,Telanga0,Hyderabad,Zoo Park, TSPCB,PM2.5,142,182,163
1199,Uttar_Pradesh,Agra,Manoharpur, UPPCB,PM2.5,40,343,108
1213,Uttar_Pradesh,Ghaziabad,Indirapuram, UPPCB,PM2.5,112,385,302
1218,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,PM2.5,229,442,361
1224,Uttar_Pradesh,Lucknow,Gomti 0gar, UPPCB,PM2.5,75,245,113
1231,Uttar_Pradesh,Meerut,Jai Bhim 0gar, UPPCB,PM2.5,98,378,248
1232,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,PM2.5,78,300,168
1241,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,PM2.5,94,336,234
1250,Uttar_Pradesh,Prayagraj,Jhunsi, UPPCB,PM2.5,51,199,83
1258,Uttar_Pradesh,Vrindavan,Omex Eternity, UPPCB,PM2.5,42,202,76
1264,West_Bengal,Haldia,Priyambada Housing Estate, WBPCB,PM2.5,41,151,87
1266,West_Bengal,Howrah,Belur Math, WBPCB,PM2.5,74,387,240
1270,West_Bengal,Kolkata,Ballygunge, WBPCB,PM2.5,87,316,223
1277,West_Bengal,Kolkata,Rabindra Bharati University, WBPCB,PM2.5,76,308,207
1281,West_Bengal,Siliguri,Ward, WBPCB,PM2.5,38,147,72
1288,Andhra_Pradesh,Kadapa,Yerramukkapalli, APPCB,PM2.5,11,313,69
1289,Andhra_Pradesh,Tirupati,Tirumala, APPCB,PM2.5,58,205,122
1293,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,PM2.5,0,0,0
1298,Aru0chal_Pradesh,0harlagun,0harlagun, APSPCB,PM2.5,38,307,92
1309,Assam,0lbari,Bata Chowk, PCBA,PM2.5,62,500,208
1321,Bihar,Bhagalpur,DM Office_Kachari Chowk, BSPCB,PM2.5,237,358,300
1323,Bihar,Bhagalpur,Mayaganj, BSPCB,PM2.5,302,386,327
1332,Bihar,Motihari,Gandak Colony, BSPCB,PM2.5,55,319,152
1337,Bihar,Muzaffarpur,MIT, BSPCB,PM2.5,130,416,308
1342,Bihar,Pat0,IGSC Planetarium Complex, BSPCB,PM2.5,82,385,212
1344,Bihar,Pat0,Muradpur, BSPCB,PM2.5,176,348,298
1347,Bihar,Purnia,Mariam 0gar, BSPCB,PM2.5,57,318,220
1390,Delhi,Delhi,Dr. Karni Singh Shooting Range, DPCC,PM2.5,309,430,376
1417,Delhi,Delhi,Okhla Phase, DPCC,PM2.5,306,441,379
1418,Delhi,Delhi,Patparganj, DPCC,PM2.5,355,462,401
1433,Delhi,Delhi,Sirifort, CPCB,PM2.5,305,436,390
1441,Gujarat,Ahmedabad,Mani0gar, GPCB,PM2.5,182,309,245
1452,Gujarat,Gandhi0gar,GIFT City, IITM,PM2.5,85,155,109
1461,Gujarat,Gandhi0gar,Sector, GPCB,PM2.5,49,305,102
1466,Gujarat,Vapi,Phase, GPCB,PM2.5,180,362,295
1470,Harya0,Bhiwani,H.B. Colony, HSPCB,PM2.5,66,369,229
1482,Harya0,Kar0l,Sector, HSPCB,PM2.5,59,273,156
1503,Jharkhand,Dhanbad,Kalakusuma, DMC,PM2.5,4,277,76
1515,Kar0taka,Bengaluru,Hombegowda 0gar, KSPCB,PM2.5,27,55,41
1520,Kar0taka,Bengaluru,Kasturi 0gar, KSPCB,PM2.5,50,94,73
1527,Kar0taka,Bengaluru,Shivapura_Peenya, KSPCB,PM2.5,7,117,48
1541,Kar0taka,Karwar,KHB Colony, KSPCB,PM2.5,50,203,96
1551,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,PM2.5,18,90,49
1559,Kar0taka,Yadgir,Collector Office, KSPCB,PM2.5,91,188,128
1570,Kerala,Thrissur,Corporation Ground, Kerala PCB,PM2.5,48,54,51
1572,Madhya Pradesh,Bhopal,Paryavaran Parisar, MPPCB,PM2.5,98,434,294
1577,Madhya Pradesh,Gwalior,Deen Dayal 0gar, MPPCB,PM2.5,62,500,338
1580,Madhya Pradesh,Indore,Chhoti Gwaltoli, MPPCB,PM2.5,125,375,293
1584,Madhya Pradesh,Jabalpur,Govindh Bhavan Colony, JMC,PM2.5,55,137,93
1597,Madhya Pradesh,Pithampur,Sector, MPPCB,PM2.5,97,358,258
1598,Madhya Pradesh,Sagar,Civil Lines, MPPCB,PM2.5,80,343,254
1609,Maharashtra,Aurangabad,MIDC Chilkaltha0, MPCB,PM2.5,5,401,339
1622,Maharashtra,Kolhapur,Shivaji University, MPCB,PM2.5,77,121,93
1625,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,PM2.5,238,270,250
1639,Maharashtra,Mumbai,Chakala, IITM,PM2.5,123,194,166
1659,Maharashtra,Mumbai,Powai, MPCB,PM2.5,72,131,96
1661,Maharashtra,Mumbai,Siddharth 0gar, IITM,PM2.5,99,242,168
1672,Maharashtra,0gpur,Opp GPO Civil Lines, MPCB,PM2.5,163,326,238
1673,Maharashtra,0gpur,Ram 0gar, MPCB,PM2.5,150,319,243
1676,Maharashtra,0shik,MIDC Ambad, MPCB,PM2.5,207,310,278
1686,Maharashtra,0vi Mumbai,Tondare, MPCB,PM2.5,134,286,211
1691,Maharashtra,Pimpri-Chinchwad,Thergaon, MPCB,PM2.5,110,372,285
1694,Maharashtra,Pune,Bhosari, IITM,PM2.5,0,0,0
1701,Maharashtra,Sangli,Vijay 0gar, MPCB,PM2.5,67,294,181
1713,Meghalaya,Shillong,Lumpyngngad, Meghalaya PCB,PM2.5,9,72,38
1715,Mizoram,Aizawl,Sikulpuikawn, Mizoram PCB,PM2.5,6,33,14
1718,Odisha,Angul,Hakimapada, OSPCB,PM2.5,0,0,0
1722,Odisha,Barbil,Forest Office, OSPCB,PM2.5,85,385,183
1723,Odisha,Baripada,Meher Colony, OSPCB,PM2.5,116,257,165
1725,Odisha,Bhubaneswar,Lingraj Mandir, OSPCB,PM2.5,163,342,275
1729,Odisha,Brajraj0gar,GM Office, OSPCB,PM2.5,32,211,85
1736,Odisha,Keonjhar,Jagamohanpur, OSPCB,PM2.5,12,326,221
1744,Punjab,Jalandhar,Civil Line, PPCB,PM2.5,56,303,137
1750,Punjab,Mandi Gobindgarh,RIMT University, PPCB,PM2.5,58,368,230
1762,Rajasthan,Bhiwadi,RIICO Ind. Area III, RSPCB,PM2.5,50,371,215
1765,Rajasthan,Bikaner,MM Ground, RSPCB,PM2.5,72,334,198
1771,Rajasthan,Dausa,Khatikan Mohalla, RSPCB,PM2.5,37,373,177
1775,Rajasthan,Hanumangarh,Housing Board, RSPCB,PM2.5,301,500,394
1782,Rajasthan,Jaipur,Police Commissionerate, RSPCB,PM2.5,200,372,314
1784,Rajasthan,Jaipur,Sector, RSPCB,PM2.5,69,422,262
1797,Rajasthan,Jodhpur,Collectorate, RSPCB,PM2.5,88,374,280
1801,Rajasthan,Jodhpur,Jhalamand, RSPCB,PM2.5,161,369,295
1809,Rajasthan,Kota,Shri0th Puram, RSPCB,PM2.5,293,428,345
1811,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,PM2.5,46,321,171
1815,Rajasthan,Tonk,Shastri 0gar, RSPCB,PM2.5,57,500,250
1829,Tamil0du,Chen0i,Royapuram, TNPCB,PM2.5,29,205,72
1840,Tamil0du,Salem,So0 College of Technology, TNPCB,PM2.5,0,0,0
1848,Telanga0,Hyderabad,Central University, TSPCB,PM2.5,59,128,96
1849,Telanga0,Hyderabad,ECIL Kapra, TSPCB,PM2.5,54,66,57
1865,Telanga0,Hyderabad,Somajiguda, TSPCB,PM2.5,52,78,65
1873,Uttar_Pradesh,Agra,Shahjahan Garden, UPPCB,PM2.5,38,260,103
1875,Uttar_Pradesh,Agra,Shastripuram, UPPCB,PM2.5,46,346,126
1886,Uttar_Pradesh,Ghaziabad,Loni, UPPCB,PM2.5,134,422,320
1893,Uttar_Pradesh,Kanpur,FTI Kidwai 0gar, UPPCB,PM2.5,66,273,107
1901,Uttar_Pradesh,Lucknow,Kendriya Vidyalaya, CPCB,PM2.5,138,361,232
1902,Uttar_Pradesh,Lucknow,Kukrail Picnic Spot, UPPCB,PM2.5,0,0,0
1914,Uttar_Pradesh,Moradabad,Jigar Colony, UPPCB,PM2.5,81,293,133
1916,Uttar_Pradesh,Noida,Sector , UPPCB,PM2.5,198,386,318
1926,Uttar_Pradesh,Vara0si,Ardhali Bazar, UPPCB,PM2.5,38,102,73
1933,Uttarakhand,Dehradun,Doon University, UKPCB,PM2.5,27,312,163
1945,West_Bengal,Kolkata,Bidhan0gar, WBPCB,PM2.5,86,308,192
1951,West_Bengal,Kolkata,Rabindra Sarobar, WBPCB,PM2.5,82,261,179
1955,Andhra_Pradesh,Amaravati,Secretariat, APPCB,PM2.5,129,295,189
1964,Andhra_Pradesh,Rajamahendravaram,A0nd Kala Kshetram, APPCB,PM2.5,180,316,256
1968,Andhra_Pradesh,Tirupati,Vaikuntapuram, APPCB,PM2.5,16,344,110
1982,Assam,Guwahati,LGBI Airport, PCBA,PM2.5,67,346,216
1994,Bihar,Araria,Kharahiya Basti, BSPCB,PM2.5,72,399,285
1997,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,PM2.5,43,317,104
2002,Bihar,Chhapra,Darshan 0gar, BSPCB,PM2.5,197,365,310
2016,Bihar,Munger,Town Hall, BSPCB,PM2.5,0,0,0
2025,Bihar,Pat0,Rajbansi 0gar, BSPCB,PM2.5,0,0,0
2027,Bihar,Pat0,Samanpura, BSPCB,PM2.5,131,500,363
2031,Bihar,Samastipur,DM Office_Kasipur, BSPCB,PM2.5,58,267,112
2035,Chandigarh,Chandigarh,Sector, CPCC,PM2.5,201,322,261
2037,Chandigarh,Chandigarh,Sector, CPCC,PM2.5,322,449,369
2043,Chhattisgarh,Bhilai,Hathkhoj, CECB,PM2.5,243,319,295
2058,Chhattisgarh,Raipur,Krishak 0gar, CECB,PM2.5,90,156,132
2060,Chhattisgarh,Raipur,Siltara Phase, CECB,PM2.5,82,318,188
2067,Delhi,Delhi,A0nd Vihar, DPCC,PM2.5,327,500,410
2070,Delhi,Delhi,Ashok Vihar, DPCC,PM2.5,305,455,380
2074,Delhi,Delhi,Burari Crossing, IMD,PM2.5,275,437,371
2077,Delhi,Delhi,CRRI Mathura Road, IMD,PM2.5,178,389,338
2084,Delhi,Delhi,IGI Airport (T3), IMD,PM2.5,307,405,359
2092,Delhi,Delhi,Lodhi Road, IMD,PM2.5,260,411,335
2093,Delhi,Delhi,Major Dhyan Chand 0tio0l Stadium, DPCC,PM2.5,306,485,395
2099,Delhi,Delhi,Punjabi Bagh, DPCC,PM2.5,309,486,413
2107,Delhi,Delhi,Sonia Vihar, DPCC,PM2.5,329,442,397
2115,Delhi,Delhi,Wazirpur, DPCC,PM2.5,338,493,408
2123,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel Stadium, IITM,PM2.5,55,166,88
2144,Harya0,Faridabad,Sector, HSPCB,PM2.5,273,431,378
2150,Harya0,Jind,Police Lines, HSPCB,PM2.5,74,315,201
2158,Harya0,Rohtak,MD University, HSPCB,PM2.5,81,383,292
2162,Harya0,Sonipat,Murthal, HSPCB,PM2.5,113,340,222
2177,Kar0taka,Bengaluru,Jigani, KSPCB,PM2.5,13,98,53
2184,Kar0taka,Chikkamagaluru,Kalya0 0gara, KSPCB,PM2.5,2,40,14
2195,Kar0taka,Hubballi,Deshpande 0gar, KSPCB,PM2.5,25,169,90
2202,Kar0taka,Mangalore,Kadri, KSPCB,PM2.5,19,103,58
2207,Kar0taka,Shivamogga,Vinoba 0gara, KSPCB,PM2.5,32,39,36
2214,Kerala,Eloor,Udyogamandal, Kerala PCB,PM2.5,16,19,18
2241,Madhya Pradesh,Indore,Regio0l Park, IMC,PM2.5,75,342,183
2245,Madhya Pradesh,Jabalpur,Marhatal, MPPCB,PM2.5,90,348,223
2247,Madhya Pradesh,Katni,Gole Bazar, MPPCB,PM2.5,68,400,215
2258,Maharashtra,Ahmed0gar,Tarakpur, MPCB,PM2.5,0,0,0
2261,Maharashtra,Amravati,Shivneri Colony, MPCB,PM2.5,264,314,296
2263,Maharashtra,Amravati,Shri Shivaji Science College, MPCB,PM2.5,283,366,325
2267,Maharashtra,Aurangabad,More Chowk Waluj, MPCB,PM2.5,105,299,179
2272,Maharashtra,Belapur,CBD Belapur, MPCB,PM2.5,0,0,0
2276,Maharashtra,Chandrapur,Chauhan Colony, MPCB,PM2.5,307,390,345
2288,Maharashtra,Malegaon,Mahesh 0gar, MPCB,PM2.5,113,307,185
2290,Maharashtra,Mumbai,Bandra Kurla Complex, IITM,PM2.5,198,322,282
2295,Maharashtra,Mumbai,Borivali East, IITM,PM2.5,119,248,184
2296,Maharashtra,Mumbai,Borivali East, MPCB,PM2.5,50,180,89
2306,Maharashtra,Mumbai,Ghatkopar, BMC,PM2.5,105,291,201
2311,Maharashtra,Mumbai,Kherwadi_Bandra East, MPCB,PM2.5,135,269,224
2316,Maharashtra,Mumbai,Malad West, IITM,PM2.5,218,324,278
2318,Maharashtra,Mumbai,Mazgaon, IITM,PM2.5,89,176,138
2321,Maharashtra,Mumbai,Mindspace, MPCB,PM2.5,94,262,172
2330,Maharashtra,Mumbai,Vasai West, MPCB,PM2.5,40,105,65
2341,Maharashtra,0vi Mumbai,Nerul, MPCB,PM2.5,71,235,150
2349,Maharashtra,Parbhani,Masoom Colony, MPCB,PM2.5,118,402,214
2357,Maharashtra,Pune,Alandi, IITM,PM2.5,72,350,245
2361,Maharashtra,Pune,Mhada Colony, IITM,PM2.5,66,336,216
2367,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,PM2.5,76,475,229
2369,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,PM2.5,82,201,119
2377,Manipur,Imphal,Manipur University, Manipur PCB,PM2.5,20,294,91
2378,Meghalaya,Shillong,JN Stadium, Meghalaya PCB,PM2.5,0,0,0
2382,0galand,Kohima,PWD Juction, NPCB,PM2.5,19,127,48
2386,Odisha,Balasore,Kalidaspur, OSPCB,PM2.5,103,410,239
2391,Odisha,Bhubaneswar,Patia, OSPCB,PM2.5,120,322,245
2405,Odisha,Suakati,OMC Colony, OSPCB,PM2.5,87,247,142
2412,Punjab,Khan0,Kalal Majra, PPCB,PM2.5,65,272,110
2413,Punjab,Patiala,Model Town, PPCB,PM2.5,81,300,152
2420,Rajasthan,Barmer,Railway Colony, RSPCB,PM2.5,92,377,204
2422,Rajasthan,Bharatpur,Krish0 0gar, RSPCB,PM2.5,0,0,0
2445,Rajasthan,Jalore,Mudtra Sili, RSPCB,PM2.5,98,380,253
2457,Rajasthan,Kota,0yapura, RSPCB,PM2.5,192,472,364
2460,Rajasthan,Pratapgarh,Pragati 0gar, RSPCB,PM2.5,174,339,293
2468,Rajasthan,Sirohi,Vedhay0th Colony, RSPCB,PM2.5,67,283,113
2483,Tamil0du,Kanchipuram,Kilambi, TNPCB,PM2.5,35,256,55
2485,Tamil0du,Ooty,Bombay Castel, TNPCB,PM2.5,7,52,29
2511,Tripura,Agartala,Bardowali, Tripura SPCB,PM2.5,92,332,229
2520,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,PM2.5,98,363,235
2533,Uttar_Pradesh,Gorakhpur,Madan Mohan Malaviya University of Technology, UPPCB,PM2.5,60,164,106
2540,Uttar_Pradesh,Jhansi,Shivaji 0gar, UPPCB,PM2.5,32,198,85
2546,Uttar_Pradesh,Kanpur,Nehru 0gar, UPPCB,PM2.5,152,426,272
2548,Uttar_Pradesh,Khurja,Kalindi Kunj, UPPCB,PM2.5,56,309,147
2558,Uttar_Pradesh,Meerut,Ganga 0gar, UPPCB,PM2.5,0,0,0
2562,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,PM2.5,97,397,252
2564,Uttar_Pradesh,Moradabad,Eco Herbal Park, UPPCB,PM2.5,207,323,279
2574,Uttar_Pradesh,Noida,Sector, UPPCB,PM2.5,315,393,349
2577,Uttar_Pradesh,Noida,Sector, UPPCB,PM2.5,228,461,360
2587,Uttarakhand,Kashipur,Govt. Girls Inter College, UKPCB,PM2.5,5,283,95
2589,Uttarakhand,Rishikesh,Shivaji 0gar, UKPCB,PM2.5,26,58,41
2598,West_Bengal,Howrah,Ghusuri, WBPCB,PM2.5,118,401,301
2615,West_Bengal,Kolkata,Victoria, WBPCB,PM2.5,87,331,244
2627,Andhra_Pradesh,Vijayawada,HB Colony, APPCB,PM2.5,33,68,48
2633,Assam,Byrnihat,Central Academy for SFS, PCBA,PM2.5,50,500,262
2637,Assam,Silchar,Tarapur, PCBA,PM2.5,23,27,25
2640,Bihar,Arrah,New DM Office, BSPCB,PM2.5,130,390,327
2643,Bihar,Bettiah,Kamal0th 0gar, BSPCB,PM2.5,23,180,76
2651,Bihar,Gaya,Collectorate, BSPCB,PM2.5,301,426,337
2654,Bihar,Gaya,SFTI Kusdihra, BSPCB,PM2.5,112,240,178
2660,Bihar,Katihar,Mirchaibari, BSPCB,PM2.5,213,410,324
2666,Bihar,Muzaffarpur,Buddha Colony, BSPCB,PM2.5,0,0,0
2671,Bihar,Pat0,DRM Office Da0pur, BSPCB,PM2.5,277,358,328
2685,Bihar,Saharsa,Police Line, BSPCB,PM2.5,130,406,290
2689,Bihar,Sasaram,Dada Peer, BSPCB,PM2.5,90,328,184
2704,Chhattisgarh,Raipur,AIIMS, CECB,PM2.5,85,319,221
2711,Delhi,Delhi,Alipur, DPCC,PM2.5,290,460,365
2728,Delhi,Delhi,Jawaharlal Nehru Stadium, DPCC,PM2.5,287,442,382
2733,Delhi,Delhi,NSIT Dwarka, CPCB,PM2.5,313,461,376
2735,Delhi,Delhi,0jafgarh, DPCC,PM2.5,0,0,0
2738,Delhi,Delhi,North Campus, IMD,PM2.5,0,0,0
2743,Delhi,Delhi,Pusa, DPCC,PM2.5,318,449,397
2744,Delhi,Delhi,Pusa, IMD,PM2.5,212,403,334
2745,Delhi,Delhi,R K Puram, DPCC,PM2.5,309,500,388
2760,Gujarat,Ahmedabad,Rakhial, IITM,PM2.5,121,370,249
2765,Gujarat,Ahmedabad,SAC ISRO Bopal, IITM,PM2.5,102,338,260
2771,Gujarat,Ankleshwar,GIDC, GPCB,PM2.5,5,326,199
2776,Gujarat,Vatva,Phase, GPCB,PM2.5,91,303,183
2783,Harya0,Charkhi Dadri,Mini Secretariat, HSPCB,PM2.5,81,344,210
2796,Harya0,Gurugram,Teri Gram, HSPCB,PM2.5,147,316,275
2801,Harya0,Hisar,Urban Estate, HSPCB,PM2.5,122,339,264
2809,Harya0,Kurukshetra,Sector, HSPCB,PM2.5,95,326,213
2812,Harya0,Mandikhera,General Hospital, HSPCB,PM2.5,56,166,85
2818,Harya0,Palwal,Shyam 0gar, HSPCB,PM2.5,24,131,62
2829,Jharkhand,Pathardih,Mohalbani Ghat, JSPCB,PM2.5,76,76,76
2832,Kar0taka,Bengaluru,BTM Layout, CPCB,PM2.5,12,35,20
2834,Kar0taka,Bengaluru,Bapuji 0gar, KSPCB,PM2.5,73,167,107
2851,Kar0taka,Chamaraja0gar,Urban, KSPCB,PM2.5,21,45,34
2857,Kar0taka,Gadag,Panchal 0gar, KSPCB,PM2.5,12,65,40
2861,Kar0taka,Haveri,Ashwini 0gar, KSPCB,PM2.5,81,200,135
2864,Kar0taka,Hubballi,Lingaraj 0gar, KSPCB,PM2.5,9,68,30
2872,Kar0taka,Koppal,Diwator 0gar, KSPCB,PM2.5,31,73,48
2885,Kar0taka,Vijayapura,Ibrahimpur, KSPCB,PM2.5,29,36,35
2891,Kerala,Kochi,Vyttila, Kerala PCB,PM2.5,41,116,72
2894,Kerala,Thiruva0nthapuram,Kariavattom, Kerala PCB,PM2.5,56,66,62
2897,Kerala,Thiruva0nthapuram,Plammoodu, Kerala PCB,PM2.5,3,90,36
2905,Madhya Pradesh,Bhopal,T T 0gar, MPPCB,PM2.5,147,337,289
2921,Madhya Pradesh,Maihar,Sahilara, KJS Cements,PM2.5,28,136,82
2923,Madhya Pradesh,Mandideep,Sector, MPPCB,PM2.5,71,331,147
2930,Madhya Pradesh,Singrauli,Suryakiran Bhawan NCL, MPPCB,PM2.5,147,386,231
2940,Maharashtra,Aurangabad,Rach0kar Colony, MPCB,PM2.5,243,304,260
2941,Maharashtra,Badlapur,Katrap, MPCB,PM2.5,137,332,238
2949,Maharashtra,Kalyan,Khadakpada, MPCB,PM2.5,45,127,78
2970,Maharashtra,Mumbai,Kurla, MPCB,PM2.5,82,302,188
2975,Maharashtra,Mumbai,Mulund West, MPCB,PM2.5,115,285,169
3000,Maharashtra,0shik,Hirawadi, MPCB,PM2.5,13,208,57
3010,Maharashtra,Pimpri-Chinchwad,Gavali0gar, MPCB,PM2.5,128,375,298
3012,Maharashtra,Pimpri-Chinchwad,Park Street Wakad, MPCB,PM2.5,76,337,264
3016,Maharashtra,Pune,Revenue Colony, IITM,PM2.5,213,398,337
3022,Maharashtra,Pune,Transport 0gar, IITM,PM2.5,86,287,193
3053,Odisha,Bileipada,Tata Township, OSPCB,PM2.5,116,247,160
3061,Odisha,Talcher,Talcher Coalfields, OSPCB,PM2.5,185,500,336
3065,Punjab,Amritsar,Golden Temple, PPCB,PM2.5,60,320,153
3079,Punjab,Rup0gar,Ratanpura, Ambuja Cements,PM2.5,62,324,185
3081,Rajasthan,Alwar,Moti Doongri, RSPCB,PM2.5,48,187,94
3083,Rajasthan,Banswara,Rati Talai, RSPCB,PM2.5,164,358,316
3089,Rajasthan,Bhilwara,Pratap 0gar, RSPCB,PM2.5,94,449,308
3095,Rajasthan,Bundi,New Colony, RSPCB,PM2.5,263,374,325
3103,Rajasthan,Dholpur,Raja Ganj, RSPCB,PM2.5,55,500,303
3108,Rajasthan,Jaipur,Adarsh 0gar, RSPCB,PM2.5,65,384,230
3111,Rajasthan,Jaipur,Mansarovar Sector, RSPCB,PM2.5,75,382,276
3114,Rajasthan,Jaipur,RIICO Sitapura, RSPCB,PM2.5,0,0,0
3124,Rajasthan,Jhunjhunu,Indra 0gar, RSPCB,PM2.5,28,388,221
3126,Rajasthan,Jodhpur,Digari Kalan, RSPCB,PM2.5,124,378,272
3128,Rajasthan,Jodhpur,Samrat Ashok Udhyan, RSPCB,PM2.5,81,421,250
3129,Rajasthan,Karauli,Satyawati Vihar, RSPCB,PM2.5,91,435,283
3145,Rajasthan,Sikar,Radhakishan Pura, RSPCB,PM2.5,32,403,200
3163,Tamil0du,Chen0i,Kodungaiyur, TNPCB,PM2.5,21,69,37
3179,Tamil0du,Palkalaiperur,Bharathidasan University, TNPCB,PM2.5,16,42,28
3182,Tamil0du,Rama0thapuram,Chalai Bazaar, TNPCB,PM2.5,11,44,27
3185,Tamil0du,Tiruchirappalli,St Joseph College, TNPCB,PM2.5,0,0,0
3191,Telanga0,Hyderabad,IITH Kandi, TSPCB,PM2.5,20,59,35
3192,Telanga0,Hyderabad,Kokapet, TSPCB,PM2.5,38,373,96
3197,Telanga0,Hyderabad,0charam_TSIIC IALA, TSPCB,PM2.5,40,124,81
3201,Telanga0,Hyderabad,Ramachandrapuram, TSPCB,PM2.5,33,37,36
3213,Uttar_Pradesh,Agra,Rohta, UPPCB,PM2.5,3,284,90
3216,Uttar_Pradesh,Agra,Sanjay Palace, UPPCB,PM2.5,68,344,173
3232,Uttar_Pradesh,Bulandshahr,Yamu0puram, UPPCB,PM2.5,83,382,229
3235,Uttar_Pradesh,Firozabad,Vibhab 0gar, UPPCB,PM2.5,67,319,185
3246,Uttar_Pradesh,Hapur,A0nd Vihar, UPPCB,PM2.5,147,382,273
3254,Uttar_Pradesh,Lucknow,B R Ambedkar University, UPPCB,PM2.5,80,299,128
3264,Uttar_Pradesh,Lucknow,Lalbagh, CPCB,PM2.5,260,373,311
3272,Uttar_Pradesh,Moradabad,Employment Office, UPPCB,PM2.5,91,291,154
3276,Uttar_Pradesh,Moradabad,Kashiram 0gar, UPPCB,PM2.5,78,322,174
